section_order,source_table,source_path,source_row_index,axis,target_scope,metodo,is_axis_best,axis_primary_metric,axis_primary_direction,n,lesionwise_dice_mean,lesionwise_dice_median,global_dice_mean,global_dice_median,hd95_median_defined,lesion_tp,lesion_fn,lesion_fp,absent_flood_gt_10000_rate,absent_fp_volume_median,absent_fp_volume_max,mode,method,selection,chosen_threshold,large_baseline,large_90pct_target,large_lesionwise,large_detection_ratio,absent_flood_rate,absent_median_fp_vox,present_dominant_found_rate,large_dominant_found_rate,first_threshold_large_drop_gt_10pct,flood_at_first_large_drop_gt_10pct,threshold,n_cases,absent_n,absent_max_fp_vox,small_n,small_lesionwise_mean,small_lesion_tp,small_lesion_fn,small_lesion_fp,medium_n,medium_lesionwise_mean,medium_lesion_tp,medium_lesion_fn,medium_lesion_fp,large_n,large_lesionwise_mean,large_lesion_tp,large_lesion_fn,large_lesion_fp,large_detection_ratio_vs_baseline,large_detection_drop,keeps_large_detection_90pct,representative_curve,train_tpr,train_tnr,train_balanced_accuracy,train_fp_accept_rate,train_fn_rate,threshold_policy,feasible_tpr95,train_auc,train_n_true_et_components,train_n_fp_components,coef_log10_isoperimetric,coef_radius_over_bbox_diag,coef_radius_over_equiv_sphere,coef_log1p_eroded_subcomponents,intercept,holdout_fold,small_dominant_found_rate,medium_dominant_found_rate,delta_absent_flood_vs_otsu,delta_absent_flood_ci_low,delta_absent_flood_ci_high,paired_flood_mcnemar_p,delta_absent_median_fp_vs_otsu,paired_absent_fp_vox_delta_median_ci_low,paired_absent_fp_vox_delta_median_ci_high,paired_fp_vox_wilcoxon_p,small_detection_baseline_mean,small_retention_vs_detection_baseline,small_delta_vs_detection_best,small_delta_ci_low,small_delta_ci_high,small_paired_wilcoxon_p,small_baseline_dominant_found_rate,small_dominant_found_delta,medium_detection_baseline_mean,medium_retention_vs_detection_baseline,medium_delta_vs_detection_best,medium_delta_ci_low,medium_delta_ci_high,medium_paired_wilcoxon_p,medium_baseline_dominant_found_rate,medium_dominant_found_delta,large_detection_baseline_mean,large_retention_vs_detection_baseline,large_delta_vs_detection_best,large_delta_ci_low,large_delta_ci_high,large_paired_wilcoxon_p,large_baseline_dominant_found_rate,large_dominant_found_delta,large_detection_preserved_90pct,prior,case_id,n_components,n_fp_components,n_fp_rejected,n_fp_accepted,threshold_used,min_fp_shape_score,max_fp_shape_score,shape_score_threshold,clears_clean_bar,verdict_category,selected_method,selected_threshold,p1_flood_at_90pct,p1_median_fp_at_90pct,p1_large_detection_ratio,fold,score_engine,vol_bin,gt_vox,pred_vox,flood_gt_10000_vox,correct_absent_pred_lt_10_vox,dominant_found
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1709,,,,,,,,,,,,,0.0,0.0,170.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.05,,,,,,,,4.0,component_overlap_v1,small,2.0,9293.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1710,,,,,,,,,,,,,0.0,0.0,170.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.1,,,,,,,,4.0,component_overlap_v1,small,2.0,9293.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1711,,,,,,,,,,,,,0.0,0.0,170.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.2,,,,,,,,4.0,component_overlap_v1,small,2.0,9293.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1712,,,,,,,,,,,,,0.0,0.0,170.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.3,,,,,,,,4.0,component_overlap_v1,small,2.0,9293.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1713,,,,,,,,,,,,,0.0,0.0,170.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.4,,,,,,,,4.0,component_overlap_v1,small,2.0,9293.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1714,,,,,,,,,,,,,0.0,0.0,169.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.5,,,,,,,,4.0,component_overlap_v1,small,2.0,7860.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1715,,,,,,,,,,,,,0.0,0.0,169.0,,,,soft_shape_score_threshold,sustraccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.55,,,,,,,,4.0,component_overlap_v1,small,2.0,7860.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1716,,,,,,,,,,,,,0.0,0.0,119.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.0,,,,,,,,4.0,component_overlap_v1,small,2.0,70200.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1717,,,,,,,,,,,,,0.0,0.0,119.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.001,,,,,,,,4.0,component_overlap_v1,small,2.0,70200.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1718,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.005,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1719,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.01,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1720,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.02,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1721,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.05,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1722,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.1,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1723,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.2,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1724,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.3,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1725,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.4,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1726,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.5,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1727,,,,,,,,,,,,,0.0,0.0,118.0,,,,soft_shape_score_threshold,gmm_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.55,,,,,,,,4.0,component_overlap_v1,small,2.0,12721.0,True,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1728,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.0,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1729,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.001,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1730,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.005,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1731,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.01,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1732,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.02,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1733,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.05,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1734,,,,,,,,,,,,,0.0,0.0,1.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.1,,,,,,,,4.0,component_overlap_v1,small,2.0,6441.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1735,,,,,,,,,,,,,0.0,0.0,0.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.2,,,,,,,,4.0,component_overlap_v1,small,2.0,0.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1736,,,,,,,,,,,,,0.0,0.0,0.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.3,,,,,,,,4.0,component_overlap_v1,small,2.0,0.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1737,,,,,,,,,,,,,0.0,0.0,0.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.4,,,,,,,,4.0,component_overlap_v1,small,2.0,0.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1738,,,,,,,,,,,,,0.0,0.0,0.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.5,,,,,,,,4.0,component_overlap_v1,small,2.0,0.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1739,,,,,,,,,,,,,0.0,0.0,0.0,,,,soft_shape_score_threshold,variational_spline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02217-100,,,,,,,,0.55,,,,,,,,4.0,component_overlap_v1,small,2.0,0.0,False,,False
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1740,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.0,,,,,,,,2.0,component_overlap_v1,absent,0.0,454265.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1741,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.001,,,,,,,,2.0,component_overlap_v1,absent,0.0,454265.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1742,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.005,,,,,,,,2.0,component_overlap_v1,absent,0.0,454265.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1743,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.01,,,,,,,,2.0,component_overlap_v1,absent,0.0,454265.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1744,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.02,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1745,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.05,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1746,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.1,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1747,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.2,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1748,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.3,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1749,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.4,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1750,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.5,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1751,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,otsu_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.55,,,,,,,,2.0,component_overlap_v1,absent,0.0,0.0,False,1.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1752,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.0,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1753,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.001,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1754,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.005,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1755,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.01,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1756,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.02,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1757,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.05,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1758,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.1,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
12,p2b_soft_shape_case_metrics,phase2\p2_soft_shape_sweep\p2_soft_shape_case_metrics.csv,1759,,,,,,,,,,,,,,,,,,,soft_shape_score_threshold,gmm_T1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BraTS-GLI-02220-102,,,,,,,,0.2,,,,,,,,2.0,component_overlap_v1,absent,0.0,1046839.0,True,0.0,
