case_id,iter,voxels,acceptable,score,selected_iter,selected_by_replay,patience_stop,best_lcc_fraction,best_pred_enhancement,best_init_enhancement,best_enhancement_ratio,best_volume_multiple,best_volume_stability
BraTS-GLI-02139-100,8,13427,True,2.8871177455816364,,1.0,False,1.0,0.33241018652915955,0.334154337644577,0.994780402589678,0.6088237961367552,0.8923373429919585
BraTS-GLI-02139-100,9,12676,True,2.939940780641183,,1.0,True,1.0,0.3327752351760864,0.334154337644577,0.9958728577991482,0.5747710165956289,0.9440679228420347
BraTS-GLI-02169-100,0,49134,True,2.0,,,False,1.0,0.4541022479534149,0.4541022479534149,1.0,1.0,0.0
BraTS-GLI-02169-100,1,37785,True,2.517704894200974,,1.0,False,0.7050152176789731,0.47393301129341125,0.4541022479534149,1.0436702602318557,0.7690194162901454,0.7690194162901454
BraTS-GLI-02169-100,2,31307,True,2.660209050082411,,2.0,False,0.7891525856837129,0.47340166568756104,0.4541022479534149,1.0425001589864977,0.6371758863516099,0.8285563054122006
BraTS-GLI-02169-100,3,28382,True,2.771931911328741,,3.0,False,0.8494468324994715,0.4613291323184967,0.4541022479534149,1.0159146632672542,0.5776448080758741,0.9065704155620149
BraTS-GLI-02169-100,4,25725,True,2.7927763368011966,,4.0,False,0.903284742468416,0.4464312195777893,0.4541022479534149,0.9831072662375092,0.5235682012455734,0.9063843280952717
BraTS-GLI-02169-100,5,24540,True,2.840337565592282,,5.0,False,0.9355745721271393,0.43177273869514465,0.4541022479534149,0.9508271334068336,0.49945048235437783,0.953935860058309
BraTS-GLI-02169-100,6,23314,True,2.8416190867519404,,6.0,False,0.9578364930942781,0.42401427030563354,0.4541022479534149,0.9337418438614116,0.47449831074205234,0.950040749796251
BraTS-GLI-02169-100,7,22830,True,2.868454277412148,,7.0,False,0.9670608848007008,0.41875195503234863,0.4541022479534149,0.9221534509454955,0.46464769813164003,0.9792399416659517
BraTS-GLI-02169-100,8,21971,True,2.8584840536449176,,7.0,False,0.9763324382140094,0.4176730513572693,0.4541022479534149,0.9197775462237245,0.44716489599869746,0.9623740692071835
BraTS-GLI-02169-100,9,21556,True,2.8774175672691795,,9.0,False,0.9832993134162182,0.4145984351634979,0.4541022479534149,0.9130067887398576,0.43871860626043063,0.9811114651131037
BraTS-GLI-02169-100,10,20845,True,2.8695816333830635,,9.0,False,0.9901655073159031,0.4143228828907013,0.4541022479534149,0.9123999820701295,0.42424797492571337,0.967016143997031
BraTS-GLI-02169-100,11,20501,True,2.886145806903006,,11.0,False,0.996585532413053,0.4114452600479126,0.4541022479534149,0.9060630329452182,0.41724671307037897,0.983497241544735
BraTS-GLI-02169-100,12,19858,True,2.877586652223052,,11.0,False,1.0,0.41275668144226074,0.4541022479534149,0.9089509759145793,0.4041600521024138,0.9686356763084728
BraTS-GLI-02169-100,13,19613,False,2.8968728764424765,,11.0,False,1.0,0.4128745198249817,0.4541022479534149,0.9092104733807381,0.3991736882810274,0.9876624030617384
BraTS-GLI-02169-100,14,19053,False,2.8878255993446356,,11.0,False,1.0,0.41612935066223145,0.4541022479534149,0.9163780900395829,0.3877762852607156,0.9714475093050527
BraTS-GLI-02169-100,15,18873,False,2.908234481006035,,11.0,False,1.0,0.416721373796463,0.4541022479534149,0.9176818121349914,0.38411283428990106,0.990552668871044
BraTS-GLI-02169-100,16,18372,False,2.8983732021063284,,11.0,False,1.0,0.4200078248977661,0.4541022479534149,0.9249190612702132,0.3739162290878007,0.973454140836115
BraTS-GLI-02169-100,17,18187,False,2.9161391331282234,,11.0,False,1.0,0.4205935001373291,0.4541022479534149,0.9262088043670654,0.3701510155900191,0.9899303287611583
BraTS-GLI-02169-100,18,17851,False,2.913151358196201,,11.0,False,1.0,0.423053503036499,0.4541022479534149,0.9316260928968114,0.36331257377783205,0.9815252652993897
BraTS-GLI-02169-100,19,17722,False,2.9248756148566875,,11.0,False,1.0,0.423269659280777,0.4541022479534149,0.9321021007678408,0.36068710058208164,0.9927735140888465
BraTS-GLI-02169-100,20,17438,False,2.9191884284002563,,11.0,False,1.0,0.4246826469898224,0.4541022479534149,0.9352137077141036,0.3549069890503521,0.9839747206861528
BraTS-GLI-02169-100,21,17428,False,2.9334912131510276,,11.0,False,1.0,0.4241608679294586,0.4541022479534149,0.9340646734102318,0.35470346399641794,0.999426539740796
BraTS-GLI-02169-100,22,17159,False,2.922225034539503,,11.0,False,1.0,0.42579349875450134,0.4541022479534149,0.9376599668323649,0.3492286400455896,0.9845650677071379
BraTS-GLI-02169-100,23,17127,False,2.935723914344088,,11.0,False,1.0,0.4257611930370331,0.4541022479534149,0.9375888248866602,0.34857735987300037,0.9981350894574276
BraTS-GLI-02169-100,24,16868,False,2.926586567121314,,11.0,False,1.0,0.4276321232318878,0.4541022479534149,0.9417088886020168,0.34330606097610616,0.984877678519297
BraTS-GLI-02169-100,25,16837,False,2.939511573002176,,11.0,False,1.0,0.427468866109848,0.4541022479534149,0.9413493723856238,0.3426751333089103,0.998162200616552
BraTS-GLI-02169-100,26,16560,False,2.929798560434643,,11.0,False,1.0,0.42969444394111633,0.4541022479534149,0.9462504224053027,0.33703748931493466,0.9835481380293402
BraTS-GLI-02169-100,27,16468,False,2.9421823504285256,,11.0,False,1.0,0.43036991357803345,0.4541022479534149,0.9477379059840811,0.3351650588187406,0.9944444444444445
BraTS-GLI-02169-100,28,16191,False,2.9351217371010403,,11.0,False,1.0,0.432279109954834,0.4541022479534149,0.9519422374653831,0.32952741482476494,0.983179499635657
BraTS-GLI-02169-100,29,16162,False,2.9502839522435833,,11.0,False,1.0,0.4323394298553467,0.4541022479534149,0.9520750707662191,0.32893719216835593,0.998208881477364
BraTS-GLI-02169-100,30,15960,False,2.9432123385529563,,11.0,False,1.0,0.4339904189109802,0.4541022479534149,0.9557107917146935,0.3248259860788863,0.9875015468382626
BraTS-GLI-02169-100,31,15882,False,2.9519008097367356,,11.0,False,1.0,0.43447959423065186,0.4541022479534149,0.9567880277818486,0.32323849065820004,0.9951127819548872
BraTS-GLI-02169-100,32,15757,False,2.951486861822591,,11.0,False,1.0,0.4356463551521301,0.4541022479534149,0.9593574070939677,0.32069442748402327,0.9921294547286236
BraTS-GLI-02169-100,33,15725,False,2.956281748368143,,11.0,False,1.0,0.435171902179718,0.4541022479534149,0.9583125918028071,0.320043147311434,0.997969156565336
BraTS-GLI-02169-100,34,15620,False,2.9542381764557453,,11.0,False,1.0,0.436353862285614,0.4541022479534149,0.96091544195654,0.3179061342451256,0.993322734499205
BraTS-GLI-02169-100,35,15623,False,2.9591254431407688,,11.0,False,1.0,0.4356282353401184,0.4541022479534149,0.959317504600436,0.31796719176130583,0.9998079385403329
