case_id,iter,raw_voxels,raw_dice,score_acceptable,proxy_score,selected_by_proxy_replay,selector_already_stopped,restriction_used,guard_input_voxels,evidence_accept,score_best_lcc_fraction,score_best_pred_enhancement,score_best_init_enhancement,score_best_enhancement_ratio,score_best_volume_multiple,score_best_volume_stability,evidence_lcc_fraction,evidence_pred_enhancement,evidence_init_enhancement,evidence_enhancement_ratio,evidence_volume_multiple,post_voxels,post_dice,post_branch,post_reason
BraTS-GLI-02108-100,19,77810,0.8021988730489015,True,2.7497752611957402,2.0,True,True,73516,False,1.0,0.3617745637893677,0.4652242064476013,0.7776348667491676,1.7526748507714833,0.9721403944465727,0.9999727950378149,0.38069039583206177,0.4652242064476013,0.8182944708293878,1.6559522468746481,74456,0.8144992080608303,evolved,accepted
BraTS-GLI-02108-100,20,78486,0.8061143499934335,True,2.7696079457657516,2.0,True,True,74126,False,1.0,0.36208203434944153,0.4652242064476013,0.7782957750936015,1.7679017907422008,0.9913121706721502,0.9999865094568707,0.3811587691307068,0.4652242064476013,0.8193012398069125,1.6696925329428989,75107,0.8185269286754003,evolved,accepted
BraTS-GLI-02108-100,21,80565,0.8143424676086858,True,2.7462964582403306,2.0,True,True,75920,False,1.0,0.3595184087753296,0.4652242064476013,0.7727852587907472,1.8147313886698953,0.9735111994495833,0.9999473129610116,0.379153847694397,0.4652242064476013,0.8149916587306845,1.7101024890190337,76904,0.8278564308227743,evolved,accepted
BraTS-GLI-02108-100,22,81070,0.8176216708963329,True,2.7677559510522616,2.0,True,True,76394,False,1.0,0.3600947856903076,0.4652242064476013,0.7740241816734991,1.8261065435296768,0.9937317693787625,0.9999738199335027,0.37978196144104004,0.4652242064476013,0.8163417899962935,1.7207793670458384,77386,0.8312982319038781,evolved,accepted
BraTS-GLI-02108-100,23,83179,0.8258833735582966,True,2.742867519846363,2.0,True,True,78227,False,1.0,0.3577025532722473,0.4652242064476013,0.7688820751689234,1.8736118932312198,0.9739854446774392,0.9999744333797793,0.3778594732284546,0.4652242064476013,0.8122093992351477,1.7620678004279762,79771,0.8379040212228055,evolved,accepted
BraTS-GLI-02108-100,24,83821,0.8303484351449597,True,2.7622279477404628,2.0,True,True,78857,False,1.0,0.3581976294517517,0.4652242064476013,0.7699462420214712,1.8880729811915757,0.9922817057189915,0.9999619564528197,0.37826913595199585,0.4652242064476013,0.8130899697597758,1.7762585876787926,80408,0.8423900458060107,evolved,accepted
BraTS-GLI-02108-100,25,85873,0.8393894233930176,True,2.7410254317467175,2.0,True,True,80702,False,1.0,0.35613200068473816,0.4652242064476013,0.7655061704637454,1.9342944025228066,0.9755192612829721,0.9999628262000941,0.3763868510723114,0.4652242064476013,0.8090439961118064,1.8178173217704696,82427,0.8511866867705367,evolved,accepted
BraTS-GLI-02108-100,26,86169,0.8422204231669693,True,2.763468542558406,2.0,True,True,81016,False,1.0,0.35678765177726746,0.4652242064476013,0.7669154932879719,1.9409618200247776,0.9965530492704342,0.9999876567591587,0.376952201128006,0.4652242064476013,0.81025921674706,1.8248901903367496,82745,0.8541374004950164,evolved,accepted
BraTS-GLI-02108-100,27,87735,0.8482031478809836,False,2.744199784835974,2.0,True,True,82374,False,1.0,0.3546745479106903,0.4652242064476013,0.7623733739457464,1.9762360626196644,0.9818264108902274,0.9999878602471653,0.375123530626297,0.4652242064476013,0.8063284872700354,1.8554792206329542,84104,0.8606615877441949,evolved,accepted
BraTS-GLI-02108-100,28,87808,0.8495698044467094,False,2.762916565718818,2.0,True,True,82454,False,1.0,0.35531434416770935,0.4652242064476013,0.763748616781678,1.9778803919360288,0.9991679489371402,0.9999757440512286,0.37577420473098755,0.4652242064476013,0.8077271120528234,1.8572812253632165,84183,0.8620884164887793,evolved,accepted
BraTS-GLI-02108-100,29,89210,0.8548584096032886,False,2.743759883042642,2.0,True,True,83691,False,1.0,0.3534431755542755,0.4652242064476013,0.7597265375615923,2.0094605248338775,0.9840333454810496,0.9999880512838896,0.3740595281124115,0.4652242064476013,0.8040414125668292,1.8851447235048993,85478,0.8675880321324834,evolved,accepted
BraTS-GLI-02108-100,30,88956,0.8544119310987667,False,2.7588093266713987,2.0,True,True,83481,False,1.0,0.354341059923172,0.4652242064476013,0.7616565411092421,2.0037391598152947,0.9971527855621567,0.9999880212263869,0.3749215304851532,0.4652242064476013,0.8058942877199168,1.8804144610879603,85268,0.8671163371099054,evolved,accepted
BraTS-GLI-02108-100,31,90225,0.8591412119785089,False,2.7437603256504626,2.0,True,True,84595,False,1.0,0.3526519536972046,0.4652242064476013,0.7580258052133926,2.0323234598490822,0.98573452043707,0.9999881789703883,0.37337905168533325,0.4652242064476013,0.8025787276556671,1.9055073769568645,86382,0.8721977871875427,evolved,accepted
BraTS-GLI-02108-100,32,89873,0.8584142915353107,False,2.756382310781241,2.0,True,True,84296,False,1.0,0.3537023663520813,0.4652242064476013,0.7602836684980603,2.0243946390359273,0.9960986422831809,0.9999881370409035,0.3744000196456909,0.4652242064476013,0.8047732995335013,1.8987723842775088,86083,0.8713702483499886,evolved,accepted
BraTS-GLI-02108-100,33,91030,0.8627666206646667,False,2.74384032415724,2.0,True,True,85312,False,1.0,0.35204169154167175,0.4652242064476013,0.7567140459646795,2.050456132447348,0.9871262781925606,0.9999882783195799,0.37286198139190674,0.4652242064476013,0.8014672844283793,1.9216578443518415,87102,0.8760401643582139,evolved,accepted
BraTS-GLI-02108-100,34,90641,0.8620277226031055,False,2.7545596463418347,2.0,True,True,84987,False,1.0,0.35302746295928955,0.4652242064476013,0.7588329628309042,2.0416938844464467,0.9957266835109304,0.9999882334945345,0.3737841248512268,0.4652242064476013,0.8034494329205256,1.9143372001351504,86777,0.8751499291244139,evolved,accepted
BraTS-GLI-02108-100,35,91701,0.8658730832943975,False,2.743755140108547,2.0,True,True,85904,False,1.0,0.3514534533023834,0.4652242064476013,0.7554496271508349,2.0655704471224237,0.9883055129577123,0.9999883590985286,0.37236887216567993,0.4652242064476013,0.8004073455443041,1.9349926793557832,87696,0.8793689886567683,evolved,accepted
BraTS-GLI-02116-100,0,37589,0.44810567571490784,True,2.0,,False,True,37589,True,1.0,0.44826313853263855,0.44826313853263855,1.0,1.0,0.0,1.0,0.44826313853263855,0.44826313853263855,1.0,1.0,37589,0.44810567571490784,ROI-fallback,final_equals_init_no_collapse
BraTS-GLI-02116-100,1,35468,0.5363588429553297,True,2.749265985125689,1.0,False,True,35441,False,0.8352881470621405,0.4349963068962097,0.44826313853263855,0.9704039201620348,0.9435739179015138,0.9435739179015138,0.8353037442510087,0.4352972209453583,0.44826313853263855,0.9710752090173567,0.9428556226555641,29604,0.5670830113753069,evolved,accepted
BraTS-GLI-02116-100,2,32672,0.5531636073575356,True,2.5768481863872523,1.0,False,True,32624,False,0.706323457394711,0.42556145787239075,0.44826313853263855,0.949356351863862,0.8691904546542871,0.9211683771286794,0.7058913683178029,0.4261314272880554,0.44826313853263855,0.9506278581883179,0.8679134853281545,23029,0.4690583709650443,evolved,accepted
BraTS-GLI-02116-100,3,32518,0.5731838368853005,True,2.6497853454852116,1.0,False,True,32435,False,0.7372532136047727,0.4111674129962921,0.44826313853263855,0.9172456480410658,0.8650935113996115,0.9952864838393731,0.7365808540157237,0.41212472319602966,0.44826313853263855,0.9193812467942251,0.8628854186065072,23898,0.4807060797861871,evolved,accepted
BraTS-GLI-02116-100,4,32213,0.5818708988249657,True,2.6458975712351465,1.0,False,True,32112,False,0.7530500108651786,0.40443509817123413,0.44826313853263855,0.902226980998543,0.8569794354731437,0.990620579371425,0.752273293472845,0.40559646487236023,0.44826313853263855,0.9048177956368552,0.8542924791827397,24164,0.4840132645998409,evolved,accepted
BraTS-GLI-02116-100,5,33085,0.5943624668936814,True,2.614223711382407,1.0,False,True,32931,False,0.7561130421641227,0.39679378271102905,0.44826313853263855,0.8851804857519822,0.8801777115645535,0.9729301834663024,0.7550939843916067,0.39848679304122925,0.44826313853263855,0.888957308302554,0.8760807683098779,24873,0.49249292365754604,evolved,accepted
BraTS-GLI-02116-100,6,33221,0.5987756952841596,True,2.6334034244174345,1.0,False,True,33062,False,0.7541314228951567,0.395987868309021,0.44826313853263855,0.8833826256721947,0.8837957913219293,0.9958893758500831,0.7530094973080879,0.39773237705230713,0.44826313853263855,0.8872743325589056,0.8795658304291148,24903,0.4930181057639074,evolved,accepted
BraTS-GLI-02116-100,7,33928,0.6073214905736513,True,2.6053275021357645,1.0,False,True,33723,False,0.7511494930440934,0.39243632555007935,0.44826313853263855,0.8754597284860299,0.902604485354758,0.978718280605641,0.7498146665480533,0.394614577293396,0.44826313853263855,0.8803190433751529,0.8971507621910665,25293,0.49742668082672986,evolved,accepted
BraTS-GLI-02116-100,8,34120,0.6114374034003092,True,2.61521418382425,1.0,False,True,33889,False,0.7443141852286049,0.3929291069507599,0.44826313853263855,0.8765590412742588,0.9077123626592887,0.9943409573213865,0.7429254330313672,0.3953765630722046,0.44826313853263855,0.8820189060524698,0.9015669477772753,25184,0.4961408315357957,evolved,accepted
BraTS-GLI-02116-100,9,34828,0.6190037501279511,True,2.5888351483224126,1.0,True,True,34555,False,0.7387446881819226,0.3903658092021942,0.44826313853263855,0.8708407532237256,0.9265476602197451,0.9792497069167644,0.7372883808421358,0.3931855261325836,0.44826313853263855,0.8771310695312845,0.9192848971773657,25484,0.4990063086660076,evolved,accepted
BraTS-GLI-02116-100,10,35092,0.6227222516175146,True,2.596483571334267,1.0,True,True,34796,False,0.7280861734868346,0.3926684260368347,0.44826313853263855,0.8759775058065455,0.9335709915134747,0.9924198920408867,0.7264915507529601,0.3957275152206421,0.44826313853263855,0.8828018215283805,0.9256963473356568,25286,0.4966656794763125,evolved,accepted
BraTS-GLI-02116-100,11,35884,0.6301016411872575,True,2.5681771814904453,1.0,True,True,35561,False,0.7173113365288151,0.39152875542640686,0.44826313853263855,0.8734350915135513,0.9546409853946634,0.9774307534480793,0.7156154213885999,0.39478418231010437,0.44826313853263855,0.8806974037669164,0.9460480459708958,25455,0.49811397695993476,evolved,accepted
BraTS-GLI-02116-100,12,36030,0.633064924308655,True,2.581209196198518,1.0,True,True,35698,False,0.7056064390785457,0.39432427287101746,0.44826313853263855,0.8796714228205633,0.9585251004283168,0.9959313342994092,0.7037649168020618,0.39769425988197327,0.44826313853263855,0.8871892995346453,0.9496927292558993,25130,0.4945328082647164,evolved,accepted
BraTS-GLI-02116-100,13,36853,0.6404902820400409,True,2.5487908442574114,1.0,True,True,36497,False,0.694597454752666,0.3931426703929901,0.44826313853263855,0.8770354655524836,0.9804198036659661,0.977157923952262,0.6926048716332849,0.3966711461544037,0.44826313853263855,0.8849069041297528,0.9709489478304824,25285,0.4951388888888889,evolved,accepted
BraTS-GLI-02116-100,14,37061,0.6437062427071178,True,2.561693688290498,1.0,True,True,36683,False,0.6844121853161005,0.3957829773426056,0.44826313853263855,0.8829255482352988,0.9859533374125409,0.9943559547390985,0.6821415914728893,0.3995439112186432,0.44826313853263855,0.8913155619409735,0.9758972039692463,25031,0.4922900497614318,evolved,accepted
BraTS-GLI-02116-100,15,37611,0.6485496072419861,True,2.5396111008914364,1.0,True,True,37217,False,0.6724628433171147,0.3953630030155182,0.44826313853263855,0.8819886558366462,1.0005852776078108,0.9851596017376757,0.6700163903592444,0.39922207593917847,0.44826313853263855,0.8905976013240952,0.990103487722472,24944,0.4900849568042304,evolved,accepted
BraTS-GLI-02116-100,16,37801,0.6510558151327466,True,2.545654700831167,1.0,True,True,37377,False,0.6635274199095262,0.3976896405220032,0.44826313853263855,0.887178994516068,1.0056399478570859,0.9949482864055729,0.6607806940096851,0.40185725688934326,0.44826313853263855,0.8964762487604891,0.9943600521429141,24706,0.48717395547610975,evolved,accepted
BraTS-GLI-02116-100,17,38461,0.6567833225318643,True,2.523535983409496,1.0,True,True,38014,False,0.6544291620082681,0.3974151611328125,0.44826313853263855,0.8865666769606045,1.0231982760914098,0.9825401444406232,0.6516283474509391,0.4017309546470642,0.44826313853263855,0.8961944896073888,1.0113064992417995,24779,0.4873632126799023,evolved,accepted
BraTS-GLI-02116-100,18,38491,0.6575958821517917,True,2.5388939210869905,1.0,True,True,38034,False,0.6470863318697877,0.40011411905288696,0.44826313853263855,0.8925876001373559,1.0239963819202427,0.9992199890798471,0.6440553189251722,0.4045575261116028,0.44826313853263855,0.9025000972328365,1.0118385697943548,24504,0.48349272691709816,evolved,accepted
BraTS-GLI-02116-100,19,39061,0.6621365133934967,True,2.5151694087197916,1.0,True,True,38587,False,0.6381045032129233,0.3997940421104431,0.44826313853263855,0.891873562075936,1.0391603926680677,0.985191343430932,0.6349288620519864,0.40433552861213684,0.44826313853263855,0.9020048579852094,1.026550320572508,24508,0.48275223124671873,evolved,accepted
BraTS-GLI-02116-100,20,39168,0.6642934447197303,True,2.5276733041251225,1.0,True,True,38687,False,0.6317146650326797,0.4028531610965729,0.44826313853263855,0.8986979442817619,1.0420069701242385,0.9972606948106807,0.628324760255383,0.40748971700668335,0.44826313853263855,0.9090413241217548,1.0292106733352842,24316,0.4802425967756908,evolved,accepted
BraTS-GLI-02116-100,21,39996,0.6716623309745985,True,2.5008894246941282,1.0,True,True,39490,False,0.6246374637463746,0.40226760506629944,0.44826313853263855,0.8973916668301065,1.0640346910000267,0.9788602941176471,0.6211192707014433,0.40704604983329773,0.44826313853263855,0.9080515769503993,1.0505733060203784,24536,0.4828806948575192,evolved,accepted
BraTS-GLI-02116-100,22,40173,0.6742606907311538,True,2.898597950180336,1.0,True,True,39665,True,1.0,0.40479210019111633,0.44826313853263855,0.9030233927245904,1.0687435153901408,0.9955745574557455,1.0,0.4095939099788666,0.44826313853263855,0.9137354262936871,1.055228923355237,39687,0.677089083171596,evolved,accepted
BraTS-GLI-02116-100,23,41066,0.6822279487427552,True,2.878397651707781,1.0,True,True,40529,True,1.0,0.40371766686439514,0.44826313853263855,0.9006265118875038,1.0925004655617334,0.9777711398202773,1.0,0.4086717367172241,0.44826313853263855,0.911678212165706,1.0782143712256245,40551,0.6852260880320887,evolved,accepted
BraTS-GLI-02116-100,24,41290,0.685029624753127,True,2.8996235129411123,1.0,True,True,40741,True,1.0,0.40571317076683044,0.44826313853263855,0.9050781469449111,1.0984596557503525,0.9945453659962012,0.999975454701652,0.4107740521430969,0.44826313853263855,0.9163681258462165,1.0838543190827103,40762,0.688131079305449,evolved,accepted
BraTS-GLI-02116-100,25,42166,0.6926594716073902,True,2.88126722009883,1.0,True,True,41599,True,1.0,0.40454986691474915,0.44826313853263855,0.9024830108471955,1.1217643459522733,0.9787842092516348,1.0,0.40965548157691956,0.44826313853263855,0.9138727822187237,1.1066801457873314,41621,0.6958584231900294,evolved,accepted
BraTS-GLI-02116-100,26,42400,0.6955796062068066,True,2.9012971927310724,1.0,True,True,41821,True,1.0,0.4065059423446655,0.44826313853263855,0.9068466875847463,1.12798957141717,0.9944505051463264,1.0,0.4117184281349182,0.44826313853263855,0.9184748705473593,1.1125861289206949,41843,0.6988766400531107,evolved,accepted
BraTS-GLI-02116-100,27,43250,0.7028692237994564,True,2.884301381818318,1.0,True,True,42656,True,1.0,0.4053861200809479,0.44826313853263855,0.904348551629639,1.150602569900769,0.9799528301886793,1.0,0.41061243414878845,0.44826313853263855,0.9160075831639931,1.1348000744898774,42678,0.7062516802095167,evolved,accepted
BraTS-GLI-02116-100,28,43532,0.7057942444928422,True,2.901851998024257,1.0,True,True,42917,True,1.0,0.4071897864341736,0.44826313853263855,0.90837222923813,1.1581047646917981,0.9934797687861272,1.0,0.4125960171222687,0.44826313853263855,0.9204326246250718,1.1417435952007235,42939,0.7093290878571304,evolved,accepted
BraTS-GLI-02116-100,29,44414,0.7136669258173927,True,2.8861591688430535,1.0,True,True,43790,True,1.0,0.4063147306442261,0.44826313853263855,0.9064201262996373,1.1815690760594855,0.9797390425434164,1.0,0.4116758108139038,0.44826313853263855,0.918379798440485,1.164968474819761,43812,0.7172533427224402,evolved,accepted
BraTS-GLI-02116-100,30,44598,0.7157199764571409,True,2.9068713987054515,1.0,True,True,43950,True,1.0,0.4083741009235382,0.44826313853263855,0.9110142365493745,1.186464125142994,0.9958571621560769,1.0,0.41395264863967896,0.44826313853263855,0.9234590423712447,1.1692250392402033,43972,0.7194765322836536,evolved,accepted
BraTS-GLI-02116-100,31,45459,0.7237624265415685,True,2.8900309805106654,1.0,True,True,44821,True,1.0,0.40762215852737427,0.44826313853263855,0.9093367789769643,1.2093697624304982,0.980694201533701,1.0,0.41299301385879517,0.44826313853263855,0.9213182578668013,1.192396711803985,44843,0.7274553533427536,evolved,accepted
BraTS-GLI-02116-100,32,45655,0.725792543748415,True,2.9097638479573384,1.0,True,True,44994,True,1.0,0.40974631905555725,0.44826313853263855,0.9140754254227468,1.21458405384554,0.9956884225345916,1.0,0.41532373428344727,0.44826313853263855,0.9265177048529657,1.1969991220835883,45016,0.7296495567398492,evolved,accepted
BraTS-GLI-02116-100,33,46606,0.7343111849112302,True,2.8910632817573663,1.0,True,True,45947,True,1.0,0.4087682068347931,0.44826313853263855,0.9118934208439943,1.2398840086195428,0.979169860913372,1.0,0.41419777274131775,0.44826313853263855,0.9240058731957491,1.222352283912847,45969,0.738153856530977,evolved,accepted_evidence_seed_divergence
BraTS-GLI-02116-100,34,46738,0.7356940011560403,True,2.9142110174150693,1.0,True,True,46058,True,1.0,0.41107669472694397,0.44826313853263855,0.9170432707730061,1.2433956742664076,0.9971677466420632,1.0,0.416702002286911,0.44826313853263855,0.9295923899764746,1.2253052754795286,46080,0.739687486838226,evolved,accepted_evidence_seed_divergence
BraTS-GLI-02116-100,35,47611,0.7433428138981754,True,2.8958782447041216,1.0,True,True,46932,True,1.0,0.40996211767196655,0.44826313853263855,0.9145568360002833,1.2666205538854451,0.9813214087038384,1.0,0.4154589772224426,0.44826313853263855,0.9268194092033124,1.2485567586261939,46954,0.7473262591040982,evolved,accepted_evidence_seed_divergence
BraTS-GLI-02151-100,0,15929,0.5661661948615043,True,2.0,,False,True,15929,True,1.0,0.5281603336334229,0.5281603336334229,1.0,1.0,0.0,1.0,0.5281603336334229,0.5281603336334229,1.0,1.0,15929,0.5661661948615043,ROI-fallback,final_equals_init_no_collapse
BraTS-GLI-02151-100,1,19438,0.64366266035096,True,2.6920830876206674,1.0,False,True,19400,True,1.0,0.4818792939186096,0.5281603336334229,0.9123731246600294,1.2202900370393621,0.7797099629606379,1.0,0.48272621631622314,0.5281603336334229,0.9139766574202184,1.2179044510013184,19402,0.6439185656214684,evolved,accepted
BraTS-GLI-02151-100,2,20028,0.6514779763991121,True,2.857631026263502,2.0,False,True,19962,False,1.0,0.46899789571762085,0.5281603336334229,0.8879839432302682,1.2573293992089898,0.9696470830332339,1.0,0.470370352268219,0.5281603336334229,0.8905825036733754,1.2531860129323875,19968,0.6520308088149299,evolved,accepted
BraTS-GLI-02151-100,3,20773,0.6625671799268027,True,2.8314332002308378,2.0,False,True,20690,False,1.0,0.4587765038013458,0.5281603336334229,0.8686311231387667,1.3040994412706384,0.9628020770920711,1.0,0.46040335297584534,0.5281603336334229,0.8717113415325028,1.2988888191349113,20714,0.6630802488489909,evolved,accepted
BraTS-GLI-02151-100,4,20707,0.6593279640876684,True,2.8594158181707137,4.0,False,True,20607,False,1.0,0.4555874168872833,0.5281603336334229,0.8625930193453153,1.299956054994036,0.9968227988253984,1.0,0.45752468705177307,0.5281603336334229,0.866260977806267,1.293678196999184,20631,0.6600237953599049,evolved,accepted
BraTS-GLI-02151-100,5,21112,0.6644261193173435,True,2.8337789205822754,4.0,False,True,20989,False,1.0,0.4506990313529968,0.5281603336334229,0.8533375239531162,1.3253813798731873,0.9804413966291592,1.0,0.453058660030365,0.5281603336334229,0.8578051610078252,1.3176596145395192,21037,0.6650142805554644,evolved,accepted
BraTS-GLI-02151-100,6,20924,0.660691673929846,True,2.8444562220808263,4.0,False,True,20805,False,1.0,0.4507114887237549,0.5281603336334229,0.8533611102960594,1.3135790068428652,0.991095111784767,1.0,0.4530147910118103,0.5281603336334229,0.8577221009676044,1.3061083558289912,20853,0.6612664229971352,evolved,accepted
BraTS-GLI-02151-100,7,21253,0.6661650691877392,True,2.8322325990103936,4.0,False,True,21123,False,1.0,0.4478568136692047,0.5281603336334229,0.8479561700293193,1.3342331596459287,0.9842764289810744,1.0,0.45031824707984924,0.5281603336334229,0.8526165605469324,1.326071944252621,21171,0.6667976939203354,evolved,accepted
BraTS-GLI-02151-100,8,21122,0.6643827757470454,True,2.8439552809807442,4.0,False,True,21005,False,1.0,0.44899919629096985,0.5281603336334229,0.8501191166745288,1.3260091656726725,0.9938361643062156,1.0,0.4512181878089905,0.5281603336334229,0.8543204763312742,1.3186640718186955,21052,0.6649162249536407,evolved,accepted
BraTS-GLI-02151-100,9,21580,0.6717318799316684,True,2.8228024343099385,4.0,False,True,21444,False,1.0,0.44602400064468384,0.5281603336334229,0.8444859870038122,1.3547617552890954,0.9783164473061263,1.0,0.44855332374572754,0.5281603336334229,0.8492749174477997,1.3462238684160965,21492,0.6723691285009042,evolved,accepted
