case_id,method,dice_recomputed,dice_csv,dice_abs_diff,jaccard_recomputed,jaccard_csv,jaccard_abs_diff,vol_gt_recomputed,vol_gt_csv,vol_pred_recomputed,vol_pred_csv
BraTS-GLI-02156-100,spline,0.2994088221919054,0.2994,8.822191905399901e-06,0.17606161086747246,0.1761,3.838913252754428e-05,34966,34966,195929,195929
BraTS-GLI-02156-100,sustraccion,0.45458376066337525,0.4546,1.6239336624757073e-05,0.29414972425714053,0.2941,4.9724257140559835e-05,34966,34966,90815,90815
BraTS-GLI-02156-100,variational_spline,0.2994088221919054,0.2994,8.822191905399901e-06,0.17606161086747246,0.1761,3.838913252754428e-05,34966,34966,195929,195929
BraTS-GLI-02157-100,bspline,0.674988570633485,0.675,1.1429366514992267e-05,0.5094209420942094,0.5094,2.094209420944182e-05,29769,29769,20540,20540
BraTS-GLI-02157-100,fast_marching,0.24451465683693172,0.2445,1.4656836931720152e-05,0.13928607139286073,0.1393,1.392860713927968e-05,29769,29769,4413,4413
BraTS-GLI-02157-100,gmm_2d,0.2506535588287549,0.2507,4.644117124508185e-05,0.14328411624454107,0.1433,1.588375545893972e-05,29769,29769,206629,206629
BraTS-GLI-02157-100,gmm_T1c,0.8039598438371445,0.804,4.015616285557577e-05,0.6721846584285381,0.6722,1.5341571461879866e-05,29769,29769,20435,20435
BraTS-GLI-02157-100,level_set,0.5439255070202809,0.5439,2.5507020280812753e-05,0.37355609870425555,0.3736,4.390129574444179e-05,29769,29769,11255,11255
BraTS-GLI-02157-100,otsu_T1c,0.754775018185597,0.7548,2.4981814403024494e-05,0.6061354608271856,0.6061,3.5460827185640476e-05,29769,29769,18346,18346
BraTS-GLI-02157-100,rango_doble,0.15984480511787702,0.1598,4.480511787702257e-05,0.08686485007484186,0.0869,3.514992515814275e-05,29769,29769,307871,307871
BraTS-GLI-02157-100,spline,0.7895956734483647,0.7896,4.326551635291942e-06,0.6523404255319148,0.6523,4.0425531914856094e-05,29769,29769,20710,20710
BraTS-GLI-02157-100,sustraccion,0.39931586017306553,0.3993,1.586017306554055e-05,0.24946574420125098,0.2495,3.425579874902218e-05,29769,29769,98275,98275
BraTS-GLI-02157-100,variational_spline,0.6918576016075967,0.6919,4.2398392403275587e-05,0.5288855421686747,0.5289,1.4457831325365156e-05,29769,29769,20990,20990
BraTS-GLI-02158-100,bspline,0.746294866234357,0.7463,5.133765642928445e-06,0.5952714447238301,0.5953,2.8555276169961452e-05,54535,54535,39996,39996
BraTS-GLI-02158-100,fast_marching,0.16598820304062473,0.166,1.1796959375282023e-05,0.09050552636347164,0.0905,5.526363471647366e-06,54535,54535,5650,5650
BraTS-GLI-02158-100,gmm_2d,0.2795934595363942,0.2796,6.540463605819724e-06,0.16251592455644284,0.1625,1.5924556442836746e-05,54535,54535,95118,95118
BraTS-GLI-02158-100,gmm_T1c,0.7912790404252814,0.7913,2.095957471859311e-05,0.6546416144745999,0.6546,4.1614474599938056e-05,54535,54535,64351,64351
BraTS-GLI-02158-100,level_set,0.6233880274976166,0.6234,1.1972502383383876e-05,0.45284222420674697,0.4528,4.222420674698801e-05,54535,54535,25181,25181
BraTS-GLI-02158-100,otsu_T1c,0.7884636377529856,0.7885,3.636224701442092e-05,0.6507965112088229,0.6508,3.4887911771752655e-06,54535,54535,37071,37071
BraTS-GLI-02158-100,rango_doble,0.2635656094108743,0.2636,3.439058912568793e-05,0.15178552719256705,0.1518,1.4472807432941437e-05,54535,54535,220296,220296
BraTS-GLI-02158-100,spline,0.6517852071476445,0.6518,1.4792852355505204e-05,0.4834431506041354,0.4834,4.315060413540017e-05,54535,54535,33494,33494
BraTS-GLI-02158-100,sustraccion,0.6528994097925989,0.6529,5.902074011743252e-07,0.4846701237745562,0.4847,2.987622544381452e-05,54535,54535,102359,102359
BraTS-GLI-02158-100,variational_spline,0.8077084635323286,0.8077,8.463532328639722e-06,0.6774420842785454,0.6774,4.208427854535124e-05,54535,54535,43072,43072
BraTS-GLI-02169-100,bspline,0.6196106175426185,0.6196,1.0617542618440723e-05,0.4488665483934555,0.4489,3.345160654449897e-05,24367,24367,49134,49134
BraTS-GLI-02169-100,fast_marching,0.3944747831673627,0.3945,2.5216832637342534e-05,0.2456982793117247,0.2457,1.7206882753084685e-06,24367,24367,6763,6763
BraTS-GLI-02169-100,gmm_2d,0.0744600478226667,0.0745,3.99521773332967e-05,0.03866969768062713,0.0387,3.030231937287131e-05,24367,24367,104024,104024
BraTS-GLI-02169-100,gmm_T1c,0.6345989671532336,0.6346,1.03284676644666e-06,0.464771119903241,0.4648,2.8880096758998608e-05,24367,24367,47086,47086
BraTS-GLI-02169-100,level_set,0.7000754096112978,0.7001,2.459038870217256e-05,0.5385507857820905,0.5386,4.921421790948788e-05,24367,24367,19394,19394
BraTS-GLI-02169-100,otsu_T1c,0.7724748838716647,0.7725,2.511612833522303e-05,0.6292945649112925,0.6293,5.4350887074283705e-06,24367,24367,21918,21918
BraTS-GLI-02169-100,rango_doble,0.10961955646335905,0.1096,1.955646335904948e-05,0.057988092734537595,0.058,1.1907265462407501e-05,24367,24367,267424,267424
BraTS-GLI-02169-100,spline,0.492564602632862,0.4926,3.539736713797925e-05,0.32675669119430745,0.3268,4.330880569253237e-05,24367,24367,24857,24857
BraTS-GLI-02169-100,sustraccion,0.3898615149399486,0.3899,3.848506005144081e-05,0.24212918240098358,0.2421,2.918240098356839e-05,24367,24367,88786,88786
BraTS-GLI-02169-100,variational_spline,0.6196106175426185,0.6196,1.0617542618440723e-05,0.4488665483934555,0.4489,3.345160654449897e-05,24367,24367,49134,49134
