holdout_fold,method,k,train_absent_flood_rate,train_absent_median_fp_vox,train_large_lesionwise_mean,train_large_own_baseline_mean,train_large_retention_vs_own_baseline,train_keeps_90pct_large,selected_k_for_fold_method,selection_policy,is_selected
1,variational_spline,1,1.0,19352.5,0.19885488417639863,0.19885488417639863,1.0,True,1.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct,True
2,otsu_T1c,0,0.0,0.0,0.0,0.17771933901427214,0.0,False,,,False
2,otsu_T1c,1,0.9615384615384616,14125.5,0.17771933901427214,0.17771933901427214,1.0,True,,,False
2,otsu_T1c,2,0.9615384615384616,14125.5,0.17771933901427214,0.17771933901427214,1.0,True,,,False
2,otsu_T1c,3,0.9615384615384616,14125.5,0.17771933901427214,0.17771933901427214,1.0,True,,,False
2,otsu_T1c,4,0.9615384615384616,14125.5,0.17771933901427214,0.17771933901427214,1.0,True,,,False
2,otsu_T1c,5,0.9615384615384616,14125.5,0.17771933901427214,0.17771933901427214,1.0,True,,,False
2,otsu_T1c,1,0.9615384615384616,14125.5,0.17771933901427214,0.17771933901427214,1.0,True,1.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct,True
2,gmm_T1c,0,0.0,0.0,0.0,0.1764514015625796,0.0,False,,,False
2,gmm_T1c,1,0.9615384615384616,19413.5,0.1764514015625796,0.1764514015625796,1.0,True,,,False
2,gmm_T1c,2,0.9615384615384616,19413.5,0.1764514015625796,0.1764514015625796,1.0,True,,,False
2,gmm_T1c,3,0.9615384615384616,19413.5,0.1764514015625796,0.1764514015625796,1.0,True,,,False
2,gmm_T1c,4,0.9615384615384616,19413.5,0.1764514015625796,0.1764514015625796,1.0,True,,,False
2,gmm_T1c,5,0.9615384615384616,19413.5,0.1764514015625796,0.1764514015625796,1.0,True,,,False
2,gmm_T1c,1,0.9615384615384616,19413.5,0.1764514015625796,0.1764514015625796,1.0,True,1.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct,True
2,sustraccion,0,0.0,0.0,0.0,0.008885772882162421,0.0,False,,,False
2,sustraccion,1,0.8846153846153846,70116.5,0.17224281053391416,0.008885772882162421,19.384111299950032,True,,,False
2,sustraccion,2,0.8846153846153846,70904.5,0.10891377900926662,0.008885772882162421,12.257096873126653,True,,,False
2,sustraccion,3,0.8846153846153846,71408.0,0.08283050092203273,0.008885772882162421,9.321699082396004,True,,,False
2,sustraccion,4,0.8846153846153846,71714.0,0.06641282167817861,0.008885772882162421,7.474062477052254,True,,,False
2,sustraccion,5,0.8846153846153846,71943.0,0.055574573842542475,0.008885772882162421,6.254332018107802,True,,,False
2,sustraccion,1,0.8846153846153846,70116.5,0.17224281053391416,0.008885772882162421,19.384111299950032,True,1.0,min_flood_then_median_fp_subject_to_train_large_ge_90pct,True
2,gmm_2d,0,0.0,0.0,0.0,0.004010996651881427,0.0,False,,,False
2,gmm_2d,1,0.9230769230769231,76141.0,0.06981800260005651,0.004010996651881427,17.40664694080639,True,,,False
