prior_stage,method,construction_type,mode,threshold,absent_flood_rate,absent_median_fp_vox,large_lesionwise,large_detection_ratio,keeps_large_detection_90pct,source
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.02,0.7272727272727273,12463.0,0.006716142965321,0.038108364096937,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.05,0.696969696969697,12262.0,0.0067087852978468,0.0380666156302265,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.1,0.696969696969697,12262.0,0.0056499892785081,0.0320588542681335,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.2,0.6060606060606061,11426.0,0.0056609735982633,0.0321211808830898,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.3,0.5454545454545454,10580.0,0.0056748380330806,0.0321998496864108,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.4,0.5151515151515151,10206.0,0.005676607272054,0.0322098886035868,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.5,0.4545454545454545,9711.0,0.005676607272054,0.0322098886035868,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,sustraccion,intensity/statistical,shape_score_threshold,0.55,0.4242424242424242,9679.0,0.0056781072033332,0.0322183994300543,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.0,0.9696969696969696,18837.0,0.1762380286972449,1.0000000000000002,True,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.001,0.7878787878787878,15792.0,0.1762380286972449,1.0000000000000002,True,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.005,0.7575757575757576,15371.0,0.1762380286972449,1.0000000000000002,True,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.01,0.7575757575757576,15371.0,0.1762380286972449,1.0000000000000002,True,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.02,0.7272727272727273,14118.0,0.1632205671168562,0.9261370450145524,True,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.05,0.4545454545454545,0.0,0.1363855566391173,0.7738713241817454,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.1,0.0606060606060606,0.0,0.1152426806442877,0.6539035955869685,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.2,0.0,0.0,0.1113593920188791,0.6318692556995222,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.3,0.0,0.0,0.1113593920188791,0.6318692556995222,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.4,0.0,0.0,0.1113593920188791,0.6318692556995222,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.5,0.0,0.0,0.1113593920188791,0.6318692556995222,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
P2b_soft_shape,variational_spline,deformable/region-based,shape_score_threshold,0.55,0.0,0.0,0.1113593920188791,0.6318692556995222,False,phase2/p2_soft_shape_sweep/p2_soft_shape_sweep_summary.csv
