case_id,metodo,variante,multimodal,et_presente,dice,jaccard,sensibilidad,especificidad,pred_voxeles
BraTS-GLI-00046-101,Otsu,base,False,True,0.3953418644535326,0.24637139568603417,0.6513079901999526,0.9942197632316739,58075
BraTS-GLI-00046-101,Otsu,morf,False,True,0.6734990550952173,0.5077260273972602,0.549237335019363,0.9997124682068217,15968
BraTS-GLI-00046-101,Otsu,sub,False,True,0.25250343608874926,0.14449438202247192,0.2794989330593535,0.9967141606003341,30717
BraTS-GLI-00046-101,Otsu,sub_morf,False,True,0.0,0.0,0.0,0.9992285698482682,5551
BraTS-GLI-00046-101,RegionGrowing,base,False,True,0.5092763140332612,0.3416302557123415,0.3769461787718328,0.9996364508598576,12155
BraTS-GLI-00046-101,RegionGrowing,morf,False,True,0.43128912660305113,0.27493219682293685,0.2804078084248795,0.9999299584225414,7600
BraTS-GLI-00046-101,RegionGrowing,sub,False,True,0.35104103367767936,0.21288645796966524,0.21686556547854263,0.9999342665354406,5961
BraTS-GLI-00046-101,RegionGrowing,sub_morf,False,True,0.22270742358078602,0.12530712530712532,0.1269659369319529,0.9999534445864114,3548
BraTS-GLI-00046-101,Watershed,base,False,True,0.035008907133452095,0.01781631848640126,0.017861376748597172,0.9999911058314338,516
BraTS-GLI-00046-101,Watershed,morf,False,True,0.025472249269717626,0.01290042606911788,0.012921836718564767,0.9999941632018784,369
BraTS-GLI-00046-101,Watershed,sub,False,True,0.07771497023920937,0.0404284323271665,0.04101794040938908,0.9999487195593606,1407
BraTS-GLI-00046-101,Watershed,sub_morf,False,True,0.059230009871668314,0.030518819938962362,0.030822729787402196,0.9999649792112707,1032
BraTS-GLI-00046-101,GMM_multimodal,base,True,True,0.21685241641261432,0.1216121528069733,0.857306567612424,0.9787250098183282,174784
BraTS-GLI-00046-101,GMM_multimodal,morf,True,True,0.4452805157385239,0.2864056958481107,0.8488500750810084,0.993093678108366,71177
BraTS-GLI-00005-100,Otsu,base,False,False,,,,0.9961247921349746,27983
BraTS-GLI-00005-100,Otsu,morf,False,False,,,,0.9985680717105256,10340
BraTS-GLI-00005-100,Otsu,sub,False,False,,,,0.9975837248747824,17448
BraTS-GLI-00005-100,Otsu,sub_morf,False,False,,,,0.9989419794843729,7640
BraTS-GLI-00005-100,RegionGrowing,base,False,False,,,,0.9978888059213696,15245
BraTS-GLI-00005-100,RegionGrowing,morf,False,False,,,,0.9987036478996354,9361
BraTS-GLI-00005-100,RegionGrowing,sub,False,False,,,,0.998376270870978,11725
BraTS-GLI-00005-100,RegionGrowing,sub_morf,False,False,,,,0.9988820157561966,8073
BraTS-GLI-00005-100,Watershed,base,False,False,,,,0.9944305744663644,40217
BraTS-GLI-00005-100,Watershed,morf,False,False,,,,0.9981490180350953,13366
BraTS-GLI-00005-100,Watershed,sub,False,False,,,,0.9960613662977813,28441
BraTS-GLI-00005-100,Watershed,sub_morf,False,False,,,,0.9984673935803082,11067
BraTS-GLI-00005-100,GMM_multimodal,base,True,False,,,,0.9879396739967362,87088
BraTS-GLI-00005-100,GMM_multimodal,morf,True,False,,,,0.9978564005809696,15479
