mode,method,threshold,n_cases,absent_n,absent_flood_rate,absent_median_fp_vox,absent_max_fp_vox,small_n,small_lesionwise_mean,small_lesion_tp,small_lesion_fn,small_lesion_fp,medium_n,medium_lesionwise_mean,medium_lesion_tp,medium_lesion_fn,medium_lesion_fp,large_n,large_lesionwise_mean,large_lesion_tp,large_lesion_fn,large_lesion_fp,present_dominant_found_rate,large_dominant_found_rate,large_detection_ratio_vs_baseline,large_detection_drop,keeps_large_detection_90pct
pre_filter,sustraccion,0.001,100,33,0.8484848484848485,28418.0,77964,31,0.0053321795239753,42,24,3032,19,0.0091732086148113,39,16,1781,17,0.0160972354437142,39,20,1214,0.8507462686567164,1.0,0.09133803619289942,0.9086619638071006,False
pre_filter,sustraccion,0.002,100,33,0.7878787878787878,24185.0,73304,31,0.0056935273345776,40,26,2811,19,0.0101142819866685,39,16,1636,17,0.0164157110557425,37,22,1117,0.835820895522388,1.0,0.09314511276078025,0.9068548872392197,False
pre_filter,sustraccion,0.005,100,33,0.7878787878787878,17901.0,63695,31,0.0061010383443707,38,28,2356,19,0.0110905600472745,36,19,1357,17,0.017250303461504,34,25,952,0.8208955223880597,1.0,0.0978807104744566,0.9021192895255434,False
pre_filter,sustraccion,0.01,100,33,0.6666666666666666,12368.0,49511,31,0.0049450682854512,26,40,1822,19,0.0116694089650225,34,21,1079,17,0.0187935427189479,30,29,743,0.7014925373134329,0.9411764705882353,0.10663727265829148,0.8933627273417085,False
pre_filter,sustraccion,0.02,100,33,0.0303030303030303,3854.0,25604,31,0.0028869588682677,7,59,771,19,0.0182923608839413,24,31,393,17,0.0299121522711014,21,38,293,0.5373134328358209,0.8235294117647058,0.16972586729556974,0.8302741327044303,False
pre_filter,sustraccion,0.05,100,33,0.0,74.0,3537,31,0.0,0,66,80,19,0.023719138429059,7,48,45,17,0.0060025249772212,7,52,29,0.208955223880597,0.4117647058823529,0.034059192681579496,0.9659408073184205,False
pre_filter,sustraccion,0.1,100,33,0.0,0.0,0,31,0.0,0,66,0,19,0.0,0,55,0,17,0.0,0,59,0,0.0,0.0,0.0,1.0,False
pre_filter,sustraccion,0.2,100,33,0.0,0.0,0,31,0.0,0,66,0,19,0.0,0,55,0,17,0.0,0,59,0,0.0,0.0,0.0,1.0,False
pre_filter,variational_spline,0.0,100,33,0.9696969696969696,18837.0,278959,31,0.0007354880872298,6,60,25,19,0.0232966704206774,13,42,6,17,0.1762380286972449,14,45,3,0.4925373134328358,0.8235294117647058,1.0,0.0,True
pre_filter,variational_spline,0.001,100,33,0.2727272727272727,7272.0,76257,31,0.0009324498990151,5,61,488,19,0.0136419525481055,11,44,202,17,0.0847328796243185,12,47,71,0.417910447761194,0.7058823529411765,0.48078658306987243,0.5192134169301276,False
pre_filter,variational_spline,0.002,100,33,0.2424242424242424,6801.0,68034,31,0.0009087370667007,4,62,502,19,0.0141075061891522,12,43,188,17,0.0768045787014724,12,47,74,0.40298507462686567,0.7058823529411765,0.43580025984864573,0.5641997401513543,False
pre_filter,variational_spline,0.005,100,33,0.2121212121212121,4975.0,54625,31,0.0009105549189761,5,61,484,19,0.0129649129077351,11,44,203,17,0.0792925997281118,12,47,61,0.3880597014925373,0.7058823529411765,0.44991765009087037,0.5500823499091296,False
pre_filter,variational_spline,0.01,100,33,0.2121212121212121,2834.0,39383,31,0.0011123540503571,4,62,422,19,0.0171499690898743,11,44,191,17,0.0639214121209293,12,47,56,0.373134328358209,0.7058823529411765,0.36269931406653655,0.6373006859334635,False
pre_filter,variational_spline,0.02,100,33,0.1818181818181818,776.0,17652,31,0.0023809525051287,1,65,209,19,0.015853313079692,9,46,111,17,0.0546686476651195,11,48,23,0.2835820895522388,0.5882352941176471,0.3101977936840945,0.6898022063159055,False
pre_filter,variational_spline,0.05,100,33,0.0,0.0,1584,31,0.0,0,66,25,19,0.0046335687726049,2,53,18,17,0.0026627832558006,4,55,4,0.08955223880597014,0.23529411764705882,0.015109016342749339,0.9848909836572507,False
pre_filter,variational_spline,0.1,100,33,0.0,0.0,0,31,0.0,0,66,0,19,0.0,0,55,0,17,0.0,0,59,0,0.0,0.0,0.0,1.0,False
pre_filter,variational_spline,0.2,100,33,0.0,0.0,0,31,0.0,0,66,0,19,0.0,0,55,0,17,0.0,0,59,0,0.0,0.0,0.0,1.0,False
